hud_area_code	hud_areaname	rent_50_0	rent_50_1	rent_50_2	rent_50_3	rent_50_4
NCNTY27081N27081	Lincoln County, MN	586	703	877	1,172	1,276
NCNTY28117N28117	Prentiss County, MS	585	703	815	1,091	1,095
METRO26980N19183	Washington County, IA HUD Metro FMR Area	618	702	924	1,161	1,334
NCNTY12049N12049	Hardee County, FL	697	702	924	1,165	1,299
NCNTY19079N19079	Hamilton County, IA	675	702	924	1,125	1,241
NCNTY27089N27089	Marshall County, MN	618	702	924	1,149	1,548
NCNTY29213N29213	Taney County, MO	697	702	924	1,228	1,574
NCNTY35041N35041	Roosevelt County, NM	676	702	924	1,218	1,537
NCNTY37167N37167	Stanly County, NC	584	702	849	1,143	1,446
NCNTY46011N46011	Brookings County, SD	695	702	911	1,295	1,552
NCNTY51131N51131	Northampton County, VA	676	702	911	1,253	1,451
NCNTY13129N13129	Gordon County, GA	622	701	845	1,184	1,301
NCNTY20093N20093	Kearny County, KS	684	701	923	1,123	1,308
NCNTY27001N27001	Aitkin County, MN	689	701	923	1,235	1,240
NCNTY27043N27043	Faribault County, MN	586	701	877	1,223	1,227
NCNTY28109N28109	Pearl River County, MS	697	701	923	1,249	1,572
NCNTY28123N28123	Scott County, MS	687	701	818	1,032	1,331
NCNTY38097N38097	Traill County, ND	697	701	877	1,246	1,312
METRO16060N17077	Jackson County, IL HUD Metro FMR Area	616	700	922	1,197	1,359
METRO16740N45023	Chester County, SC HUD Metro FMR Area	695	700	853	1,212	1,363
METRO29620M26155	Shiawassee County, MI HUD Metro FMR Area	695	700	921	1,247	1,301
NCNTY13147N13147	Hart County, GA	696	700	922	1,122	1,330
NCNTY18113N18113	Noble County, IN	616	700	922	1,136	1,363
NCNTY21135N21135	Lewis County, KY	579	700	799	1,072	1,076
NCNTY26057N26057	Gratiot County, MI	586	700	877	1,139	1,494
NCNTY39033N39033	Crawford County, OH	578	700	848	1,103	1,139
NCNTY39065N39065	Hardin County, OH	627	700	848	1,090	1,180
NCNTY46057N46057	Hamlin County, SD	610	700	877	1,227	1,232
NCNTY46077N46077	Kingsbury County, SD	641	700	921	1,121	1,502
METRO11180M19015	Boone County, IA HUD Metro FMR Area	628	699	920	1,298	1,437
METRO19060M19060	Cumberland, MD-WV MSA	587	699	878	1,124	1,421
METRO21060M21060	Elizabethtown, KY HUD Metro FMR Area	694	699	908	1,244	1,547
METRO27140M28051	Holmes County, MS HUD Metro FMR Area	636	699	815	1,081	1,096
NCNTY13123N13123	Gilmer County, GA	615	699	920	1,209	1,567
NCNTY18053N18053	Grant County, IN	629	699	877	1,134	1,329
METRO40340N27045	Fillmore County, MN HUD Metro FMR Area	694	698	919	1,246	1,393
NCNTY36009N36009	Cattaraugus County, NY	694	698	877	1,133	1,253
NCNTY36013N36013	Chautauqua County, NY	610	698	877	1,125	1,192
NCNTY48017N48017	Bailey County, TX	661	698	877	1,067	1,290
NCNTY48045N48045	Briscoe County, TX	661	698	877	1,246	1,290
NCNTY48047N48047	Brooks County, TX	661	698	877	1,067	1,290
NCNTY48079N48079	Cochran County, TX	661	698	877	1,067	1,178
NCNTY48105N48105	Crockett County, TX	661	698	877	1,150	1,290
NCNTY48125N48125	Dickens County, TX	661	698	877	1,150	1,290
NCNTY48131N48131	Duval County, TX	661	698	877	1,218	1,222
NCNTY48165N48165	Gaines County, TX	661	698	877	1,067	1,290
NCNTY48169N48169	Garza County, TX	661	698	877	1,124	1,366
NCNTY48207N48207	Haskell County, TX	661	698	877	1,246	1,290
NCNTY48237N48237	Jack County, TX	661	698	877	1,246	1,494
NCNTY48247N48247	Jim Hogg County, TX	661	698	877	1,246	1,290
NCNTY48275N48275	Knox County, TX	661	698	877	1,067	1,290
NCNTY48327N48327	Menard County, TX	661	698	877	1,233	1,290
NCNTY48333N48333	Mills County, TX	661	698	877	1,067	1,290
NCNTY48345N48345	Motley County, TX	661	698	877	1,128	1,290
NCNTY48351N48351	Newton County, TX	661	698	877	1,213	1,290
NCNTY48421N48421	Sherman County, TX	661	698	877	1,246	1,356
NCNTY48447N48447	Throckmorton County, TX	661	698	877	1,071	1,290
NCNTY48507N48507	Zavala County, TX	661	698	877	1,245	1,290
METRO13820N01021	Chilton County, AL HUD Metro FMR Area	679	697	830	1,139	1,143
METRO27620N29027	Callaway County, MO HUD Metro FMR Area	692	697	917	1,116	1,401
NCNTY01011N01011	Bullock County, AL	685	697	906	1,104	1,357
NCNTY02158N02158	Kusilvak Census Area	643	697	917	1,116	1,392
NCNTY18083N18083	Knox County, IN	639	697	917	1,116	1,232
NCNTY19101N19101	Jefferson County, IA	693	697	918	1,254	1,393
NCNTY23021N23021	Piscataquis County, ME	692	697	906	1,164	1,521
NCNTY26105N26105	Mason County, MI	687	697	918	1,153	1,233
NCNTY39157N39157	Tuscarawas County, OH	692	697	917	1,145	1,322
NCNTY46101N46101	Moody County, SD	610	697	877	1,205	1,494
NCNTY46111N46111	Sanborn County, SD	610	697	877	1,246	1,430
NCNTY48147N48147	Fannin County, TX	692	697	918	1,305	1,472
NCNTY51005N51005	Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet	692	697	869	1,100	1,255
NCNTY53019N53019	Ferry County, WA	613	697	917	1,303	1,529
NCNTY55005N55005	Barron County, WI	636	697	917	1,152	1,307
NCNTY17059N17059	Gallatin County, IL	559	696	815	1,099	1,137
NCNTY21027N21027	Breckinridge County, KY	579	696	799	1,025	1,073
NCNTY21145N21145	McCracken County, KY	664	696	916	1,141	1,231
NCNTY29125N29125	Maries County, MO	579	696	786	1,022	1,219
NCNTY29141N29141	Morgan County, MO	579	696	786	1,052	1,056
NCNTY29215N29215	Texas County, MO	579	696	786	1,070	1,339
NCNTY30015N30015	Chouteau County, MT	661	696	916	1,115	1,276
NCNTY39111N39111	Monroe County, OH	627	696	848	1,075	1,169
NCNTY39175N39175	Wyandot County, OH	627	696	848	1,032	1,226
NCNTY55123N55123	Vernon County, WI	668	696	909	1,206	1,391
METRO27140N28163	Yazoo County, MS HUD Metro FMR Area	691	695	889	1,082	1,194
NCNTY13109N13109	Evans County, GA	691	695	845	1,043	1,135
NCNTY19003N19003	Adams County, IA	669	695	915	1,114	1,229
NCNTY20007N20007	Barber County, KS	611	695	825	1,082	1,390
NCNTY20109N20109	Logan County, KS	678	695	915	1,114	1,229
NCNTY26023N26023	Branch County, MI	690	695	879	1,133	1,181
NCNTY29101N29101	Johnson County, MO	635	695	833	1,184	1,419
NCNTY30003N30003	Big Horn County, MT	632	695	877	1,146	1,329
NCNTY37161N37161	Rutherford County, NC	691	695	829	1,049	1,277
NCNTY40129N40129	Roger Mills County, OK	693	695	893	1,087	1,311
NCNTY46055N46055	Haakon County, SD	636	695	915	1,221	1,492
NCNTY48293N48293	Limestone County, TX	612	695	915	1,114	1,404
METRO48540M48540	Wheeling, WV-OH MSA	604	694	887	1,151	1,316
NCNTY19125N19125	Marion County, IA	596	694	892	1,086	1,198
NCNTY20159N20159	Rice County, KS	611	694	825	1,172	1,405
NCNTY22061N22061	Lincoln Parish, LA	564	694	843	1,100	1,436
NCNTY26031N26031	Cheboygan County, MI	610	694	913	1,111	1,226
NCNTY29155N29155	Pemiscot County, MO	579	694	786	1,026	1,187
NCNTY42121N42121	Venango County, PA	585	694	875	1,091	1,324
NCNTY46043N46043	Douglas County, SD	635	694	913	1,219	1,489
NCNTY55129N55129	Washburn County, WI	640	694	913	1,111	1,226
NCNTY69999N69999	Northern Mariana Islands	610	694	913	1,298	1,555
NCNTY20031N20031	Coffey County, KS	605	693	825	1,087	1,238
NCNTY26053N26053	Gogebic County, MI	606	693	877	1,246	1,258
NCNTY26083N26083	Keweenaw County, MI	606	693	877	1,242	1,246
NCNTY26113N26113	Missaukee County, MI	631	693	912	1,110	1,225
NCNTY29161N29161	Phelps County, MO	653	693	912	1,156	1,294
NCNTY31041N31041	Custer County, NE	596	693	877	1,087	1,178
NCNTY31111N31111	Lincoln County, NE	688	693	912	1,296	1,459
NCNTY39149N39149	Shelby County, OH	595	693	852	1,157	1,265
NCNTY42117N42117	Tioga County, PA	610	693	912	1,187	1,309
NCNTY42123N42123	Warren County, PA	689	693	875	1,135	1,303
NCNTY48035N48035	Bosque County, TX	688	693	912	1,262	1,283
NCNTY48277N48277	Lamar County, TX	595	693	890	1,202	1,516
METRO25860M25860	Hickory-Lenoir-Morganton, NC MSA	688	692	843	1,101	1,256
NCNTY17041N17041	Douglas County, IL	688	692	865	1,131	1,207
NCNTY18025N18025	Crawford County, IN	612	692	877	1,149	1,178
NCNTY18065N18065	Henry County, IN	688	692	877	1,137	1,198
NCNTY27011N27011	Big Stone County, MN	586	692	877	1,246	1,342
NCNTY47117N47117	Marshall County, TN	688	692	911	1,182	1,224
NCNTY48127N48127	Dimmit County, TX	661	692	877	1,246	1,290
NCNTY51195N51195	Wise County-Norton city, VA HUD Nonmetro FMR Area	621	692	838	1,153	1,209
NCNTY55115N55115	Shawano County, WI	688	692	877	1,089	1,178
METRO19140M19140	Dalton, GA HUD Metro FMR Area	622	691	910	1,201	1,224
NCNTY01035N01035	Conecuh County, AL	591	691	781	1,064	1,170
NCNTY01057N01057	Fayette County, AL	591	691	781	976	1,170
NCNTY01059N01059	Franklin County, AL	591	691	781	951	1,321
NCNTY01091N01091	Marengo County, AL	591	691	781	980	1,170
NCNTY01099N01099	Monroe County, AL	591	691	781	1,104	1,138
NCNTY01111N01111	Randolph County, AL	591	691	781	1,110	1,170
NCNTY17001N17001	Adams County, IL	618	691	910	1,155	1,222
NCNTY17081N17081	Jefferson County, IL	686	691	909	1,136	1,221
NCNTY19019N19019	Buchanan County, IA	687	691	910	1,130	1,222
NCNTY26013N26013	Baraga County, MI	683	691	877	1,067	1,263
NCNTY27111N27111	Otter Tail County, MN	687	691	910	1,213	1,330
NCNTY27155N27155	Traverse County, MN	586	691	877	1,246	1,363
NCNTY38099N38099	Walsh County, ND	687	691	878	1,127	1,467
NCNTY39169N39169	Wayne County, OH	645	691	910	1,166	1,274
NCNTY40041N40041	Delaware County, OK	686	691	909	1,107	1,436
NCNTY42107N42107	Schuylkill County, PA	686	691	893	1,180	1,258
NCNTY46027N46027	Clay County, SD	608	691	909	1,292	1,548
NCNTY46037N46037	Day County, SD	610	691	877	1,147	1,430
METRO16060M17087	Johnson County, IL HUD Metro FMR Area	611	690	902	1,098	1,233
NCNTY17105N17105	Livingston County, IL	675	690	893	1,176	1,220
NCNTY19045N19045	Clinton County, IA	656	690	908	1,121	1,220
NCNTY20069N20069	Gray County, KS	611	690	825	1,019	1,108
NCNTY30033N30033	Garfield County, MT	632	690	877	1,188	1,373
NCNTY30041N30041	Hill County, MT	654	690	877	1,196	1,200
NCNTY35011N35011	De Baca County, NM	629	690	860	1,222	1,465
NCNTY35021N35021	Harding County, NM	629	690	860	1,222	1,465
NCNTY35023N35023	Hidalgo County, NM	629	690	860	1,082	1,465
NCNTY35033N35033	Mora County, NM	629	690	860	1,153	1,465
NCNTY39071N39071	Highland County, OH	627	690	848	1,087	1,268
NCNTY54041N54041	Lewis County, WV	667	690	802	1,058	1,164
METRO21060N21163	Meade County, KY HUD Metro FMR Area	685	689	907	1,289	1,545
METRO45460M18121	Parke County, IN HUD Metro FMR Area	670	689	907	1,126	1,218
NCNTY21011N21011	Bath County, KY	579	689	799	1,049	1,287
NCNTY22013N22013	Bienville Parish, LA	596	689	778	1,106	1,293
NCNTY22029N22029	Concordia Parish, LA	596	689	778	1,041	1,045
NCNTY22117N22117	Washington Parish, LA	659	689	778	1,106	1,199
NCNTY26159N26159	Van Buren County, MI	622	689	902	1,159	1,212
NCNTY28067N28067	Jones County, MS	685	689	871	1,060	1,170
NCNTY39011N39011	Auglaize County, OH	685	689	848	1,205	1,399
NCNTY40137N40137	Stephens County, OK	684	689	853	1,193	1,358
NCNTY45025N45025	Chesterfield County, SC	684	689	836	1,084	1,148
NCNTY48437N48437	Swisher County, TX	661	689	877	1,246	1,290
METRO27900M27900	Joplin, MO MSA	647	688	863	1,095	1,216
NCNTY18027N18027	Daviess County, IN	683	688	905	1,137	1,216
NCNTY19149N19149	Plymouth County, IA	630	688	839	1,178	1,182
NCNTY26011N26011	Arenac County, MI	612	688	877	1,242	1,327
NCNTY26095N26095	Luce County, MI	626	688	905	1,101	1,216
NCNTY29093N29093	Iron County, MO	579	688	786	1,025	1,259
NCNTY30097N30097	Sweet Grass County, MT	632	688	877	1,246	1,373
NCNTY31013N31013	Box Butte County, NE	616	688	905	1,101	1,216
NCNTY31131N31131	Otoe County, NE	601	688	883	1,105	1,200
NCNTY37131N37131	Northampton County, NC	683	688	905	1,101	1,216
NCNTY38081N38081	Sargent County, ND	684	688	877	1,167	1,209
NCNTY39047N39047	Fayette County, OH	594	688	848	1,078	1,203
NCNTY42073N42073	Lawrence County, PA	606	688	906	1,197	1,424
NCNTY48487N48487	Wilbarger County, TX	682	688	905	1,101	1,331
METRO34100M34100	Morristown, TN HUD Metro FMR Area	682	687	894	1,222	1,402
NCNTY08009N08009	Baca County, CO	683	687	877	1,246	1,416
NCNTY08057N08057	Jackson County, CO	683	687	877	1,246	1,416
NCNTY17065N17065	Hamilton County, IL	559	687	815	1,037	1,137
NCNTY19041N19041	Clay County, IA	566	687	847	1,149	1,206
NCNTY19091N19091	Humboldt County, IA	613	687	839	1,192	1,201
NCNTY26165N26165	Wexford County, MI	611	687	883	1,141	1,337
NCNTY27047N27047	Freeborn County, MN	604	687	904	1,125	1,322
NCNTY27087N27087	Mahnomen County, MN	589	687	881	1,072	1,184
NCNTY28057N28057	Itawamba County, MS	683	687	821	1,024	1,103
NCNTY31123N31123	Morrill County, NE	613	687	902	1,098	1,225
NCNTY48073N48073	Cherokee County, TX	604	687	904	1,285	1,330
NCNTY48449N48449	Titus County, TX	682	687	891	1,189	1,207
NCNTY51117N51117	Mecklenburg County, VA	629	687	848	1,130	1,139
NCNTY55051N55051	Iron County, WI	615	687	877	1,067	1,216
NCNTY56003N56003	Big Horn County, WY	683	687	877	1,067	1,415
NCNTY17047N17047	Edwards County, IL	559	686	815	1,071	1,388
NCNTY17155N17155	Putnam County, IL	566	686	847	1,109	1,182
NCNTY18107N18107	Montgomery County, IN	613	686	879	1,199	1,345
NCNTY29157N29157	Perry County, MO	621	686	843	1,191	1,404
NCNTY46053N46053	Gregory County, SD	610	686	877	1,246	1,494
METRO15940M15940	Canton-Massillon, OH MSA	603	685	902	1,138	1,212
NCNTY19031N19031	Cedar County, IA	659	685	902	1,129	1,212
NCNTY22049N22049	Jackson Parish, LA	596	685	778	1,041	1,045
NCNTY26063N26063	Huron County, MI	672	685	877	1,077	1,185
NCNTY27173N27173	Yellow Medicine County, MN	603	685	902	1,098	1,212
NCNTY28095N28095	Monroe County, MS	684	685	815	992	1,219
NCNTY30085N30085	Roosevelt County, MT	656	685	902	1,098	1,536
NCNTY38009N38009	Bottineau County, ND	681	685	902	1,098	1,496
NCNTY45073N45073	Oconee County, SC	603	685	902	1,140	1,212
NCNTY55113N55113	Sawyer County, WI	625	685	902	1,098	1,212
NCNTY56027N56027	Niobrara County, WY	680	685	877	1,226	1,491
METRO27780M27780	Johnstown, PA MSA	679	684	875	1,124	1,275
METRO29200N18015	Carroll County, IN HUD Metro FMR Area	679	684	900	1,110	1,209
NCNTY17103N17103	Lee County, IL	559	684	815	1,158	1,206
NCNTY18045N18045	Fountain County, IN	612	684	877	1,089	1,319
NCNTY19127N19127	Marshall County, IA	670	684	885	1,168	1,189
NCNTY20095N20095	Kingman County, KS	611	684	825	1,172	1,239
NCNTY21075N21075	Fulton County, KY	579	684	799	1,111	1,361
NCNTY31081N31081	Hamilton County, NE	613	684	901	1,183	1,417
NCNTY37095N37095	Hyde County, NC	679	684	849	1,093	1,331
NCNTY39143N39143	Sandusky County, OH	627	684	848	1,205	1,269
NCNTY48429N48429	Stephens County, TX	661	684	877	1,246	1,290
NCNTY13087N13087	Decatur County, GA	678	683	845	1,077	1,135
NCNTY19025N19025	Calhoun County, IA	613	683	839	1,038	1,127
NCNTY19167N19167	Sioux County, IA	628	683	860	1,151	1,155
NCNTY22025N22025	Catahoula Parish, LA	596	683	778	1,106	1,131
NCNTY26149N26149	St. Joseph County, MI	606	683	877	1,184	1,253
NCNTY30061N30061	Mineral County, MT	632	683	877	1,068	1,303
NCNTY38001N38001	Adams County, ND	678	683	877	1,246	1,455
NCNTY38011N38011	Bowman County, ND	678	683	877	1,246	1,286
NCNTY38019N38019	Cavalier County, ND	678	683	877	1,246	1,455
NCNTY38033N38033	Golden Valley County, ND	678	683	877	1,067	1,455
NCNTY38047N38047	Logan County, ND	678	683	877	1,246	1,455
NCNTY38091N38091	Steele County, ND	678	683	877	1,246	1,455
NCNTY38095N38095	Towner County, ND	678	683	877	1,246	1,455
NCNTY42097N42097	Northumberland County, PA	617	683	875	1,065	1,175
NCNTY05139N05139	Union County, AR	678	682	811	1,134	1,163
NCNTY13209N13209	Montgomery County, GA	678	682	845	1,201	1,412
NCNTY13257N13257	Stephens County, GA	678	682	898	1,170	1,436
NCNTY18149N18149	Starke County, IN	612	682	877	1,107	1,178
NCNTY27091N27091	Martin County, MN	600	682	898	1,202	1,206
NCNTY28077N28077	Lawrence County, MS	678	682	898	1,093	1,221
NCNTY28151N28151	Washington County, MS	610	682	815	1,094	1,241
NCNTY31129N31129	Nuckolls County, NE	596	682	877	1,187	1,191
NCNTY39059N39059	Guernsey County, OH	600	682	898	1,124	1,368
NCNTY42009N42009	Bedford County, PA	677	682	875	1,125	1,279
METRO48140M55069	Lincoln County, WI HUD Metro FMR Area	586	681	877	1,239	1,288
METRO48620N20191	Sumner County, KS HUD Metro FMR Area	600	681	897	1,133	1,251
NCNTY18123N18123	Perry County, IN	612	681	877	1,113	1,494
NCNTY18147N18147	Spencer County, IN	599	681	896	1,191	1,473
NCNTY19081N19081	Hancock County, IA	613	681	839	1,156	1,429
NCNTY22069N22069	Natchitoches Parish, LA	599	681	896	1,134	1,204
NCNTY26127N26127	Oceana County, MI	658	681	897	1,107	1,337
NCNTY31037N31037	Colfax County, NE	609	681	896	1,090	1,227
NCNTY38075N38075	Renville County, ND	676	681	896	1,090	1,317
NCNTY39031N39031	Coshocton County, OH	627	681	848	1,172	1,296
NCNTY46063N46063	Harding County, SD	623	681	896	1,196	1,461
NCNTY46075N46075	Jones County, SD	623	681	896	1,196	1,461
NCNTY46085N46085	Lyman County, SD	624	681	897	1,092	1,528
NCNTY46115N46115	Spink County, SD	610	681	877	1,067	1,246
NCNTY46119N46119	Sully County, SD	623	681	896	1,196	1,461
NCNTY51017N51017	Bath County, VA	630	681	850	1,125	1,279
NCNTY51091N51091	Highland County, VA	630	681	850	1,125	1,279
METRO28940N47013	Campbell County, TN HUD Metro FMR Area	598	680	895	1,202	1,226
METRO49660MM7610	Sharon, PA HUD Metro FMR Area	676	680	875	1,178	1,242
NCNTY17193N17193	White County, IL	545	680	815	1,091	1,095
NCNTY19115N19115	Louisa County, IA	561	680	839	1,085	1,127
NCNTY38003N38003	Barnes County, ND	675	680	895	1,089	1,354
NCNTY40021N40021	Cherokee County, OK	675	680	854	1,073	1,190
NCNTY40089N40089	McCurtain County, OK	614	680	853	1,144	1,306
NCNTY42039N42039	Crawford County, PA	647	680	875	1,110	1,304
NCNTY42065N42065	Jefferson County, PA	588	680	879	1,083	1,181
NCNTY51035N51035	Carroll County-Galax city, VA HUD Nonmetro FMR Area	621	680	838	1,184	1,270
METRO19460M19460	Decatur, AL MSA	649	679	829	1,082	1,200
NCNTY01031N01031	Coffee County, AL	660	679	873	1,241	1,359
NCNTY05083N05083	Logan County, AR	540	679	767	1,061	1,082
NCNTY05097N05097	Montgomery County, AR	575	679	767	1,058	1,306
NCNTY05121N05121	Randolph County, AR	664	679	767	1,044	1,306
NCNTY19055N19055	Delaware County, IA	613	679	839	1,076	1,157
NCNTY19123N19123	Mahaska County, IA	665	679	844	1,027	1,134
NCNTY19175N19175	Union County, IA	613	679	839	1,142	1,146
NCNTY20179N20179	Sheridan County, KS	611	679	825	1,165	1,169
NCNTY21151N21151	Madison County, KY	671	679	819	1,103	1,108
NCNTY22053N22053	Jefferson Davis Parish, LA	636	679	778	1,106	1,131
NCNTY26059N26059	Hillsdale County, MI	618	679	894	1,114	1,222
NCNTY28091N28091	Marion County, MS	675	679	817	994	1,098
NCNTY37181N37181	Vance County, NC	675	679	842	1,089	1,294
NCNTY40065N40065	Jackson County, OK	672	679	865	1,078	1,349
NCNTY55043N55043	Grant County, WI	674	679	877	1,130	1,494
NCNTY16061N16061	Lewis County, ID	668	678	877	1,246	1,487
NCNTY17011N17011	Bureau County, IL	596	678	892	1,089	1,236
NCNTY17067N17067	Hancock County, IL	559	678	815	1,087	1,252
NCNTY17085N17085	Jo Daviess County, IL	609	678	815	1,031	1,095
NCNTY21217N21217	Taylor County, KY	674	678	799	1,069	1,073
NCNTY29173N29173	Ralls County, MO	658	678	893	1,098	1,475
NCNTY31005N31005	Arthur County, NE	607	678	893	1,145	1,213
NCNTY31007N31007	Banner County, NE	607	678	893	1,145	1,213
NCNTY31009N31009	Blaine County, NE	607	678	893	1,145	1,213
NCNTY31069N31069	Garden County, NE	607	678	893	1,145	1,213
NCNTY31075N31075	Grant County, NE	607	678	893	1,145	1,213
NCNTY31115N31115	Loup County, NE	607	678	893	1,145	1,213
NCNTY31117N31117	McPherson County, NE	607	678	893	1,145	1,213
NCNTY31171N31171	Thomas County, NE	607	678	893	1,145	1,213
NCNTY35006N35006	Cibola County, NM	677	678	860	1,047	1,155
NCNTY38013N38013	Burke County, ND	673	678	892	1,086	1,480
NCNTY38085N38085	Sioux County, ND	674	678	877	1,067	1,283
NCNTY42083N42083	McKean County, PA	645	678	875	1,097	1,269
NCNTY55141N55141	Wood County, WI	596	678	892	1,152	1,198
METRO25620M28031	Covington County, MS HUD Metro FMR Area	554	677	815	1,158	1,163
METRO30020M30020	Lawton, OK HUD Metro FMR Area	672	677	877	1,246	1,494
NCNTY12107N12107	Putnam County, FL	672	677	891	1,142	1,252
NCNTY19109N19109	Kossuth County, IA	676	677	839	1,030	1,127
NCNTY31099N31099	Kearney County, NE	606	677	891	1,084	1,197
NCNTY35059N35059	Union County, NM	629	677	860	1,074	1,323
NCNTY40079N40079	Le Flore County, OK	673	677	853	1,148	1,225
NCNTY46135N46135	Yankton County, SD	610	677	877	1,225	1,451
NCNTY48225N48225	Houston County, TX	663	677	880	1,073	1,182
NCNTY48297N48297	Live Oak County, TX	672	677	891	1,266	1,311
NCNTY55001N55001	Adams County, WI	625	677	891	1,097	1,197
METRO30700N31159	Seward County, NE HUD Metro FMR Area	615	676	877	1,215	1,494
NCNTY16031N16031	Cassia County, ID	671	676	881	1,252	1,320
NCNTY17079N17079	Jasper County, IL	559	676	815	1,097	1,137
NCNTY19195N19195	Worth County, IA	613	676	839	1,192	1,429
NCNTY40125N40125	Pottawatomie County, OK	588	676	879	1,149	1,270
NCNTY45061N45061	Lee County, SC	672	676	836	1,188	1,398
NCNTY51081N51081	Greensville County-Emporia city, VA HUD Nonmetro FMR Area	660	676	890	1,191	1,196
METRO20500N37145	Person County, NC HUD Metro FMR Area	671	675	889	1,221	1,225
METRO49660M49660	Youngstown-Warren-Boardman, OH HUD Metro FMR Area	612	675	848	1,121	1,189
NCNTY18093N18093	Lawrence County, IN	594	675	889	1,082	1,479
NCNTY18181N18181	White County, IN	620	675	889	1,123	1,194
NCNTY20123N20123	Mitchell County, KS	611	675	825	1,004	1,169
NCNTY21205N21205	Rowan County, KY	594	675	819	1,026	1,393
NCNTY27085N27085	McLeod County, MN	672	675	888	1,262	1,513
NCNTY31127N31127	Nemaha County, NE	596	675	877	1,186	1,190
NCNTY38037N38037	Grant County, ND	670	675	877	1,246	1,455
NCNTY48023N48023	Baylor County, TX	661	675	877	1,246	1,290
NCNTY48331N48331	Milam County, TX	666	675	884	1,149	1,506
NCNTY56031N56031	Platte County, WY	670	675	888	1,136	1,274
METRO24660N37157	Rockingham County, NC HUD Metro FMR Area	582	674	870	1,123	1,331
NCNTY08021N08021	Conejos County, CO	670	674	877	1,172	1,198
NCNTY13261N13261	Sumter County, GA	669	674	887	1,080	1,293
NCNTY17107N17107	Logan County, IL	669	674	858	1,139	1,170
NCNTY17195N17195	Whiteside County, IL	599	674	887	1,080	1,192
NCNTY18177N18177	Wayne County, IN	590	674	883	1,096	1,203
NCNTY39091N39091	Logan County, OH	655	674	887	1,138	1,192
NCNTY40011N40011	Blaine County, OK	662	674	853	1,080	1,453
NCNTY54109N54109	Wyoming County, WV	670	674	832	1,037	1,118
NCNTY55071N55071	Manitowoc County, WI	673	674	877	1,067	1,178
NCNTY01071N01071	Jackson County, AL	604	673	799	972	1,347
NCNTY18049N18049	Fulton County, IN	612	673	877	1,067	1,178
NCNTY21173N21173	Montgomery County, KY	589	673	812	1,154	1,196
NCNTY27015N27015	Brown County, MN	586	673	877	1,115	1,494
NCNTY27051N27051	Grant County, MN	586	673	877	1,246	1,402
NCNTY46069N46069	Hyde County, SD	616	673	886	1,078	1,445
NCNTY46079N46079	Lake County, SD	610	673	877	1,246	1,402
NCNTY51083N51083	Halifax County, VA	621	673	838	1,096	1,146
NCNTY54025N54025	Greenbrier County, WV	669	673	827	1,093	1,111
METRO31140N18175	Washington County, IN HUD Metro FMR Area	653	672	885	1,179	1,189
NCNTY01045N01045	Dale County, AL	668	672	781	1,110	1,330
NCNTY05099N05099	Nevada County, AR	662	672	884	1,076	1,258
NCNTY05103N05103	Ouachita County, AR	664	672	767	1,027	1,030
NCNTY13133N13133	Greene County, GA	668	672	856	1,073	1,195
NCNTY16007N16007	Bear Lake County, ID	668	672	877	1,246	1,494
NCNTY21053N21053	Clinton County, KY	579	672	799	972	1,076
NCNTY21161N21161	Mason County, KY	578	672	864	1,052	1,163
NCNTY29159N29159	Pettis County, MO	641	672	871	1,156	1,253
NCNTY37083N37083	Halifax County, NC	592	672	885	1,077	1,364
NCNTY40035N40035	Craig County, OK	668	672	885	1,172	1,202
NCNTY46005N46005	Beadle County, SD	625	672	884	1,150	1,342
NCNTY47141N47141	Putnam County, TN	667	672	884	1,208	1,384
NCNTY51021N51021	Bland County, VA	621	672	838	1,191	1,261
NCNTY51051N51051	Dickenson County, VA	621	672	838	1,020	1,267
NCNTY51063N51063	Floyd County, VA	621	672	838	1,191	1,253
NCNTY51077N51077	Grayson County, VA	621	672	838	1,179	1,259
NCNTY51181N51181	Surry County, VA	621	672	838	1,191	1,427
NCNTY55047N55047	Green Lake County, WI	620	672	884	1,076	1,486
NCNTY56015N56015	Goshen County, WY	668	672	885	1,085	1,420
NCNTY05019N05019	Clark County, AR	588	671	767	1,072	1,204
NCNTY13107N13107	Emanuel County, GA	565	671	845	1,073	1,439
NCNTY18055N18055	Greene County, IN	620	671	877	1,202	1,307
NCNTY18169N18169	Wabash County, IN	616	671	883	1,075	1,186
NCNTY19087N19087	Henry County, IA	617	671	844	1,132	1,136
NCNTY26051N26051	Gladwin County, MI	586	671	877	1,195	1,223
NCNTY27029N27029	Clearwater County, MN	666	671	883	1,255	1,300
NCNTY31087N31087	Hitchcock County, NE	596	671	877	1,169	1,254
NCNTY41069N41069	Wheeler County, OR	590	671	883	1,248	1,504
NCNTY45001N45001	Abbeville County, SC	667	671	836	1,188	1,424
METRO34980N47111	Macon County, TN HUD Metro FMR Area	666	670	882	1,107	1,345
NCNTY13003N13003	Atkinson County, GA	666	670	845	1,160	1,229
NCNTY16029N16029	Caribou County, ID	666	670	882	1,217	1,394
NCNTY27063N27063	Jackson County, MN	586	670	877	1,076	1,257
NCNTY37009N37009	Ashe County, NC	666	670	829	1,009	1,312
NCNTY39021N39021	Champaign County, OH	666	670	852	1,169	1,236
NCNTY40039N40039	Custer County, OK	666	670	866	1,231	1,273
